id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating,bedrooms,beds,baths
12498,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,270414511,Christopher,Manhattan,Washington Heights,40.83347,-73.94175,Private room,110,30,9,10/9/2022,0.17,2,89,0,No License,5,1,1,1
12499,Condo in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,219931262,Hancheng,Manhattan,Harlem,40.82187,-73.94548,Private room,180,4,31,11/11/2023,1.56,1,25,15,OSE-STRREG-0000552,5,1,1,1
12500,Rental unit in Queens · ★4.88 · Studio · 1 bed · 1 bath,127570065,Judy,Queens,Corona,40.74349,-73.8564,Entire home/apt,114,30,34,9/10/2023,1.84,1,89,14,No License,4.88,Studio,1,1
12501,Rental unit in New York · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,480306795,E Jeanne,Manhattan,Washington Heights,40.84761,-73.94097,Private room,83,30,36,9/3/2023,2.3,1,184,25,No License,4.89,1,1,1
12502,Rental unit in New York · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,2742629,Hakim,Manhattan,Harlem,40.82875,-73.93969,Private room,60,30,30,7/23/2023,1.72,2,365,12,No License,5,1,1,1
12503,Rental unit in Brooklyn · ★4.84 · 1 bedroom · 1 bed · 1 bath,88895712,Matthew,Brooklyn,Williamsburg,40.71817,-73.94376,Entire home/apt,140,30,58,8/25/2023,0.68,1,90,18,No License,4.84,1,1,1
12504,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,17056215,Yaniv And Vanessa,Brooklyn,Williamsburg,40.70692,-73.94105,Entire home/apt,220,30,9,6/11/2023,0.49,3,42,5,No License,5,1,1,1
12505,Rental unit in Harlem · ★4.71 · 1 bedroom · 1 bed · 1 bath,14865754,Jerrell,Manhattan,Harlem,40.81869,-73.94727,Entire home/apt,350,30,41,7/28/2022,0.46,1,90,0,No License,4.71,1,1,1
12506,Condo in New York · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,4299040,Lupi,Manhattan,Harlem,40.82097,-73.95412,Private room,99,30,65,8/20/2023,0.52,4,90,7,No License,4.68,1,1,1
12507,Condo in The Bronx · ★5.0 · 1 bedroom · 2 beds · 2 shared baths,546677442,Charles And Jessica,Bronx,Mott Haven,40.81176,-73.92829,Private room,51,1,3,12/15/2023,2.43,1,206,3,Exempt,5,1,2,2
12508,Guest suite in New York · ★4.80 · 1 bedroom · 1 bed · 1 private bath,3769020,Harry,Manhattan,Harlem,40.82274623,-73.9463189,Private room,171,2,96,12/29/2023,2.69,1,90,34,OSE-STRREG-0000586,4.8,1,1,1
12509,Rental unit in Queens · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,64127897,Sanli,Queens,Sunnyside,40.74558,-73.92495,Private room,69,30,22,11/1/2023,0.42,1,212,2,No License,4.86,1,1,1
12510,Rental unit in New York · ★4.75 · 2 bedrooms · 2 beds · 1 bath,438952657,Gisele,Manhattan,Washington Heights,40.84238,-73.94099,Entire home/apt,115,30,4,8/1/2023,0.19,35,309,1,No License,4.75,2,2,1
12511,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,396461379,Kenny,Manhattan,Washington Heights,40.84962,-73.93075,Private room,70,30,1,5/22/2021,0.03,1,363,0,No License,No rating,1,1,1
12512,Condo in New York · ★5.0 · 2 bedrooms · 2 beds · 1 bath,8736641,Nelson,Manhattan,Harlem,40.82123,-73.95126,Entire home/apt,162,3,13,12/22/2023,1.88,1,24,13,OSE-STRREG-0000074,5,2,2,1
12513,Rental unit in Brooklyn  · ★4.84 · 1 bedroom · 1 bed · 1 shared bath,176899233,Vicky,Brooklyn,Kensington,40.64068,-73.97023,Shared room,48,30,25,10/12/2023,0.43,2,87,10,No License,4.84,1,1,1
12514,Home in The Bronx · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,464797341,Brian,Bronx,Claremont Village,40.84458,-73.90715,Private room,58,30,12,7/22/2023,0.89,4,365,8,No License,4.67,1,1,1
12515,Rental unit in The Bronx · ★5.0 · 1 bedroom · 1 bed · 1 bath,350871958,Gigi,Bronx,Woodlawn,40.8989,-73.86164,Entire home/apt,399,30,4,6/4/2022,0.12,1,364,0,No License,5,1,1,1
12516,Rental unit in Bronx  · ★4.78 · 1 bedroom · 2 beds · 1 bath,57885474,Shully'S,Bronx,Wakefield,40.89858,-73.85896,Entire home/apt,103,30,259,8/31/2023,2.74,5,365,6,No License,4.78,1,2,1
12517,Rental unit in New York · ★5.0 · 2 bedrooms · 2 beds · 1 bath,78722739,Ashley,Manhattan,Harlem,40.8289,-73.94887,Entire home/apt,96,30,9,7/29/2019,0.11,1,90,0,No License,5,2,2,1
12518,Home in BROOKLYN · ★4.82 · 2 bedrooms · 2 beds · 1.5 baths,502150064,Peter,Brooklyn,Canarsie,40.64281187,-73.90895539,Entire home/apt,250,2,22,12/17/2023,2.37,1,363,22,OSE-STRREG-0000643,4.82,2,2,1.5
12519,Rental unit in New York · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,185683441,Winie,Manhattan,Harlem,40.81657,-73.94184,Private room,70,30,82,7/21/2023,1.18,3,180,1,No License,4.79,1,1,1
12520,Home in The Bronx · ★4.43 · 1 bedroom · 1 bed · 2 shared baths,490863611,Anthony,Bronx,Morris Heights,40.85216,-73.9117,Private room,45,30,23,9/23/2023,1.79,4,86,22,No License,4.43,1,1,2
12521,Condo in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,13023370,Andrew,Brooklyn,Williamsburg,40.71349,-73.94011,Entire home/apt,195,30,15,9/3/2023,0.58,1,344,5,No License,5,1,1,1
12522,Rental unit in Queens · ★4.32 · 1 bedroom · 1 bed · 1 shared bath,182523684,George,Queens,Middle Village,40.71501,-73.88694,Private room,68,30,37,8/28/2023,1.29,4,263,20,No License,4.32,1,1,1
12523,Home in The Bronx · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,38013656,Gregory,Bronx,Wakefield,40.89538,-73.84272,Entire home/apt,100,30,4,6/28/2023,0.48,1,90,4,No License,5,3,4,1.5
12524,Vacation home in Queens · ★4.66 · 3 bedrooms · 3 beds · 1 bath,404412943,Walter,Queens,Corona,40.75233,-73.85232,Entire home/apt,153,30,53,11/8/2023,3.29,1,365,34,No License,4.66,3,3,1
12525,Rental unit in Brooklyn · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,354181313,Martha,Brooklyn,Greenpoint,40.72738105,-73.9392802,Private room,53,30,31,8/18/2023,2.04,1,280,23,No License,4.94,1,1,1
12526,Rental unit in Queens · ★4.84 · 3 bedrooms · 4 beds · 2 baths,87983379,Pol,Queens,Maspeth,40.72628,-73.89506,Entire home/apt,130,30,157,12/6/2023,2.97,2,274,32,No License,4.84,3,4,2
12527,Rental unit in Bronx · ★4.89 · 1 bedroom · 1 bed · 1 private bath,99139601,Rosalia,Bronx,Mott Haven,40.81281,-73.90779,Private room,115,30,348,11/10/2023,3.97,1,180,37,No License,4.89,1,1,1
12528,Bed and breakfast in Bronx · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,393016479,Roselly,Bronx,Mount Hope,40.84756,-73.90822,Private room,45,30,37,10/19/2023,1.79,4,77,28,No License,4.68,1,1,1
12529,Rental unit in Queens · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,306349662,Ridgewood,Queens,Ridgewood,40.70981,-73.89823,Private room,25,30,3,9/10/2023,0.18,5,31,1,No License,4.33,1,1,1
12530,Home in Maspeth  · ★4.88 · 1 bedroom · 1 bed · 1 bath,34075689,Zhen Zhen,Queens,Maspeth,40.72028,-73.90154,Entire home/apt,68,60,50,10/26/2023,0.8,1,137,3,No License,4.88,1,1,1
12531,Home in Queens · ★4.80 · 1 bedroom · 4 beds · 1 private bath,133620428,Monica,Queens,Maspeth,40.72083,-73.89282,Private room,100,1,129,12/18/2023,4.85,1,365,55,OSE-STRREG-0000658,4.8,1,4,1
12532,Home in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,517786178,David,Queens,Sunnyside,40.74171195,-73.92643851,Private room,85,7,7,12/24/2023,1.69,1,38,7,OSE-STRREG-0000254,5,1,1,1
12533,Rental unit in Brooklyn · ★4.75 · 1 bedroom · 3 beds · 1 bath,15681707,Chester,Brooklyn,Crown Heights,40.67449,-73.91413,Entire home/apt,75,30,285,11/25/2023,2.68,2,270,18,No License,4.75,1,3,1
12534,Condo in Bronx · ★4.86 · 1 bedroom · 1 bed · 1 bath,30219814,Kethia,Bronx,Mott Haven,40.81141,-73.92722,Entire home/apt,150,30,7,3/31/2023,0.36,1,153,1,No License,4.86,1,1,1
12535,Rental unit in Brooklyn · ★4.83 · 1 bedroom · 2 beds · 1 shared bath,227328676,Az Of Oceanhill,Brooklyn,Crown Heights,40.6721157,-73.9198898,Private room,139,30,48,9/3/2023,2.64,1,180,23,No License,4.83,1,2,1
12536,Rental unit in The Bronx · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,365608558,Juana,Bronx,Highbridge,40.83230013,-73.92706956,Private room,80,30,36,10/14/2023,4.72,1,365,36,No License,4.86,1,1,1
12537,Home in Brooklyn · ★4.17 · 1 bedroom · 2 shared baths,514261,Vanessa,Brooklyn,South Slope,40.66708,-73.98754,Private room,53,30,6,12/30/2023,0.36,2,363,4,No License,4.17,1,1,2
12538,Rental unit in New York · ★4.83 · 2 bedrooms · 3 beds · 1 bath,56710089,Kate,Manhattan,Harlem,40.82467,-73.94576,Entire home/apt,239,30,63,12/31/2023,0.67,1,340,3,No License,4.83,2,3,1
12539,Serviced apartment in Bronx · ★3.83 · 1 bedroom · 1 bed · 1 bath,30283594,Global Luxury Suites,Bronx,Mott Haven,40.811848,-73.929665,Entire home/apt,128,1,6,12/22/2023,0.75,52,364,6,Exempt,3.83,1,1,1
12540,Rental unit in The Bronx · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,476553626,Yakima,Bronx,Longwood,40.813948,-73.9061017,Private room,90,30,24,10/17/2023,1.47,2,365,16,No License,4.92,1,1,1
12541,Rental unit in New York · ★4.92 · 1 bedroom · 1 bed · 1 private bath,3486202,Chii,Manhattan,Harlem,40.82202,-73.95601,Private room,170,30,13,12/11/2022,0.47,2,363,0,No License,4.92,1,1,1
12542,Rental unit in Queens · ★4.77 · 1 bedroom · 1 bed · 1 private bath,4052356,Wish,Queens,Ridgewood,40.70646,-73.90838,Private room,93,30,31,10/4/2023,1.95,1,100,18,No License,4.77,1,1,1
12543,Rental unit in Queens · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,459087314,Jessica,Queens,Woodside,40.744,-73.91206,Private room,80,30,51,5/1/2023,3.1,2,365,20,No License,4.9,1,1,1.5
12544,Townhouse in Bronx · ★4.38 · 1 bedroom · 1 bed · 1 shared bath,17264040,Junior,Bronx,Mount Hope,40.8507,-73.90823,Private room,104,1,29,12/17/2023,1.31,5,365,15,Exempt,4.38,1,1,1
12545,Rental unit in New York · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,471548508,Maria,Manhattan,Harlem,40.81690088,-73.94345076,Private room,80,30,18,12/1/2023,2.36,6,77,18,No License,4.44,1,1,1
12546,Townhouse in Queens · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,2350326,Ero,Queens,Ditmars Steinway,40.77714,-73.91011,Private room,53,30,47,5/31/2023,0.84,1,90,6,No License,4.77,1,1,1
12547,Home in Astoria  · ★4.82 · 1 bedroom · 1 bed · 2 shared baths,139357580,Shuly,Queens,Ditmars Steinway,40.77253,-73.90472,Private room,41,30,175,9/4/2023,2.24,6,365,2,No License,4.82,1,1,2
12548,Condo in New York · ★5.0 · 2 bedrooms · 3 beds · 1 bath,2834840,Sheri,Manhattan,Harlem,40.82274,-73.95408,Entire home/apt,185,30,7,7/31/2023,0.05,1,188,4,No License,5,2,3,1
12549,Rental unit in Brooklyn · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,4310378,Autumn,Brooklyn,Clinton Hill,40.69341,-73.96319,Private room,65,30,183,9/25/2023,1.44,3,365,12,No License,4.68,1,1,1
12550,Rental unit in Queens · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,8916358,Justin,Queens,Ridgewood,40.7088436,-73.9106532,Private room,96,30,12,9/10/2023,0.7,1,343,5,No License,5,1,1,1
12551,Bed and breakfast in Bronx · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,393016479,Roselly,Bronx,Mount Hope,40.84772,-73.90845,Private room,50,30,47,7/1/2023,1.69,4,65,13,No License,4.64,1,1,1
12552,Home in The Bronx · ★4.20 · 1 bedroom · 1 bed · 1 shared bath,464797341,Brian,Bronx,Claremont Village,40.84468413,-73.90526705,Private room,58,30,5,8/10/2023,0.5,4,365,5,No License,4.2,1,1,1
12553,Townhouse in Brooklyn · ★4.65 · 1 bedroom · 2 beds · 1 private bath,51038,Erica,Brooklyn,Clinton Hill,40.68767,-73.96468,Private room,198,30,65,9/30/2023,0.5,2,365,4,No License,4.65,1,2,1
12554,Guest suite in Brooklyn · ★4.95 · 1 bedroom · 1 bed · 1 private bath,344974718,Hally,Brooklyn,Williamsburg,40.71603,-73.93923,Private room,177,3,124,1/2/2024,4.94,1,223,57,OSE-STRREG-0000623,4.95,1,1,1
12555,Rental unit in Brooklyn · ★4.67 · 2 bedrooms · 1 bed · 1 bath,4105474,Amanda,Brooklyn,Greenpoint,40.7203,-73.93965,Entire home/apt,90,30,10,1/1/2019,0.07,1,173,0,No License,4.67,2,1,1
12556,Rental unit in The Bronx · ★4.93 · 1 bedroom · 1 bed · 1 private bath,8548207,Matt,Bronx,Highbridge,40.83212199,-73.92667245,Private room,125,3,15,1/1/2024,1.79,1,48,15,OSE-STRREG-0000455,4.93,1,1,1
12557,Rental unit in Brooklyn · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,239351588,A,Brooklyn,Crown Heights,40.66698,-73.92958,Private room,105,30,10,5/2/2019,0.17,2,303,0,No License,4.6,1,1,1
12558,casa particular in Brooklyn · ★4.36 · 1 bedroom · 1 bed · 1 shared bath,447895924,Raheem,Brooklyn,Crown Heights,40.67211,-73.91641,Private room,120,30,11,9/5/2023,0.65,3,365,2,No License,4.36,1,1,1
12559,Home in Bronx · ★4.90 · 3 bedrooms · 1 bed · 1 shared bath,460368490,Rita,Bronx,Morrisania,40.82469,-73.91286,Private room,133,30,10,1/3/2023,0.55,4,365,0,No License,4.9,3,1,1
12560,Rental unit in Bronx · ★4.93 · 1 bedroom · 2 beds · 1 shared bath,234423593,Seretse'S,Bronx,Melrose,40.8245,-73.91501,Private room,180,4,70,1/1/2024,1.17,1,365,11,OSE-STRREG-0000378,4.93,1,2,1
12561,Home in Bronx · ★4.85 · 3 bedrooms · 1 bed · 3 baths,460368490,Rita,Bronx,Melrose,40.8235224,-73.9135468,Private room,120,30,20,9/4/2023,2.03,4,365,20,No License,4.85,3,1,3
12562,Townhouse in Bronx · ★4.88 · 1 bedroom · 2 beds · 2 shared baths,30585124,Rawn,Bronx,Longwood,40.81992,-73.9079,Private room,55,30,17,11/20/2023,0.35,3,292,5,No License,4.88,1,2,2
12563,Rental unit in New York · 1 bedroom · 1 bed · 1 shared bath,33326232,Andres,Manhattan,Washington Heights,40.85641888,-73.93030435,Private room,70,30,2,7/12/2023,0.25,1,180,2,No License,No rating,1,1,1
12564,Guest suite in Brooklyn · ★4.95 · 1 bedroom · 2 beds · 1 bath,3472283,Julie,Brooklyn,Gowanus,40.66928,-73.99043,Entire home/apt,150,5,37,12/26/2023,0.59,1,218,16,OSE-STRREG-0000500,4.95,1,2,1
12565,Townhouse in Brooklyn · ★4.95 · 1 bedroom · 2 beds · 1 bath,132511908,Richard,Brooklyn,Crown Heights,40.67359675,-73.96294884,Entire home/apt,236,1,37,12/18/2023,2.99,1,136,36,OSE-STRREG-0000056,4.95,1,2,1
12566,Rental unit in Bronx · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,12906385,Raymond,Bronx,Concourse Village,40.83575,-73.91527,Private room,104,30,33,10/16/2023,1.1,2,365,15,No License,4.64,1,1,1
12567,Home in The Bronx · ★5.0 · 3 bedrooms · 1 bed · 1.5 shared baths,87629139,Lina Jie,Bronx,Mott Haven,40.80829,-73.91863,Private room,265,30,3,8/29/2023,0.2,1,365,2,No License,5,3,1,1.5
12568,Guest suite in Brooklyn · ★4.89 · 1 bedroom · 2 beds · 1 private bath,17571,Jane,Brooklyn,Fort Greene,40.69194,-73.97389,Private room,205,2,358,1/2/2024,2.1,2,248,35,OSE-STRREG-0000008,4.89,1,2,1
12569,Rental unit in New York · ★4.80 · Studio · 2 beds · 1 bath,23018972,B,Manhattan,Harlem,40.82027,-73.94625,Entire home/apt,175,1,5,12/23/2023,5,1,75,5,Exempt,4.8,Studio,2,1
12570,Rental unit in New York · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,10534760,Luis,Manhattan,East Harlem,40.79919154,-73.94434585,Private room,80,30,28,10/15/2023,3.23,1,365,28,No License,4.82,1,1,1
12571,Rental unit in Brooklyn  · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,5718871,Allison,Brooklyn,Greenpoint,40.72424,-73.93964,Private room,65,31,4,8/14/2023,0.24,1,180,1,No License,5,1,1,1
12572,Condo in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,445817673,Lupe,Brooklyn,Crown Heights,40.67966,-73.95783,Shared room,160,30,7,9/23/2023,0.35,1,177,4,No License,4.71,1,1,1
12573,Rental unit in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,163474911,Dan,Brooklyn,Greenpoint,40.72475562,-73.93930049,Private room,108,30,9,9/4/2023,1.29,1,362,9,No License,5,1,1,1
12574,Townhouse in New York · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,447621395,Raymond C.,Manhattan,Harlem,40.80587,-73.94671,Private room,53,30,35,11/24/2023,1.85,1,37,30,No License,4.89,1,1,1
12575,Rental unit in New York · ★4.71 · 1 bedroom · 3 beds · 1 bath,471548508,Maria,Manhattan,Harlem,40.81692,-73.94064,Entire home/apt,200,30,42,9/22/2023,2.5,6,77,22,No License,4.71,1,3,1
12576,Condo in Brooklyn · ★4.85 · 1 bedroom · 1 bed · 1 bath,184694715,Baris,Brooklyn,Williamsburg,40.71623,-73.94067,Entire home/apt,225,5,103,12/14/2023,1.5,1,22,25,OSE-STRREG-0000370,4.85,1,1,1
12577,Home in Queens · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,38604449,Pasang,Queens,Woodside,40.75651,-73.90527,Private room,90,2,78,12/25/2023,0.98,1,320,33,OSE-STRREG-0000275,4.9,1,1,1
12578,Rental unit in Brooklyn · ★4.87 · 1 bedroom · 4 beds · 1 bath,5378922,Eileen,Brooklyn,Fort Greene,40.68921,-73.97261,Entire home/apt,111,30,15,12/24/2023,0.11,2,80,4,No License,4.87,1,4,1
12579,Guest suite in New York · ★4.69 · 1 bedroom · 1 bed · 1 bath,123518076,Seana,Bronx,Concourse,40.81992,-73.92809,Entire home/apt,87,30,111,10/31/2023,1.39,3,164,10,No License,4.69,1,1,1
12580,Rental unit in New York · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,20539689,Beau,Manhattan,Washington Heights,40.84796,-73.93555,Private room,80,31,6,11/1/2022,0.12,1,364,0,No License,4.67,1,1,1.5
12581,Rental unit in New York · ★4.64 · 1 bedroom · 3 beds · 1 bath,5376008,Marie,Manhattan,Harlem,40.8138,-73.94536,Entire home/apt,181,30,33,11/4/2023,1.78,1,365,18,No License,4.64,1,3,1
12582,Rental unit in New York · ★5.0 · 1 bedroom · 1 bath,304434,Sheine,Manhattan,Washington Heights,40.8539012,-73.9307849,Entire home/apt,101,30,4,8/15/2023,0.38,1,301,4,No License,5,1,1,1
12583,Rental unit in Queens · ★4.50 · 1 bedroom · 2 beds · 1 bath,394977252,Victor,Queens,Woodside,40.744134,-73.90835114,Entire home/apt,135,30,14,10/25/2023,1.38,4,365,14,No License,4.5,1,2,1
12584,Guesthouse in Queens · ★4.34 · 1 bedroom · 1 bed · 1 bath,204539,Mark,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,130,30,33,5/9/2015,0.21,9,365,0,No License,4.34,1,1,1
12585,Condo in Brooklyn · ★5.0 · 1 bedroom · 1 bed · 1 bath,5735174,Yoav,Brooklyn,Greenpoint,40.73489,-73.95535,Entire home/apt,150,30,29,8/31/2023,0.36,1,61,1,No License,5,1,1,1
12586,Rental unit in New York · ★4.87 · 1 bedroom · 2 beds · 1 shared bath,27439022,Boris,Manhattan,Washington Heights,40.84886,-73.94335,Private room,85,30,183,11/6/2023,1.77,1,364,29,No License,4.87,1,2,1
12587,Rental unit in The Bronx · ★3.33 · 1 bedroom · 2 beds · 1.5 baths,10573404,Joyce,Bronx,Woodlawn,40.8970372,-73.8629946,Entire home/apt,155,30,3,4/23/2023,0.31,1,88,3,No License,3.33,1,2,1.5
12588,Rental unit in Queens · ★4.68 · 1 bedroom · 2 beds · 1 shared bath,4192716,Wil,Queens,Woodside,40.74447,-73.91156,Private room,65,30,111,10/20/2023,2.08,1,90,35,No License,4.68,1,2,1
12589,Rental unit in Queens · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,118751485,Simon,Queens,Ditmars Steinway,40.77736,-73.90878,Private room,69,30,43,9/3/2023,0.56,2,90,4,No License,4.74,1,1,1
12590,Rental unit in Brooklyn · ★4.96 · 1 bedroom · 1 bed · 1 bath,24273714,Aracelis,Brooklyn,Williamsburg,40.71455,-73.93952,Entire home/apt,105,30,166,11/12/2023,2.27,9,266,19,No License,4.96,1,1,1
12591,Rental unit in New York · ★5.0 · 1 bedroom · 2 beds · 1 bath,27973267,Gus,Manhattan,Washington Heights,40.85283,-73.93505,Entire home/apt,125,30,5,12/9/2023,0.4,3,321,4,No License,5,1,2,1
12592,Rental unit in Bronx · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,214859918,Edna,Bronx,Concourse,40.82372,-73.92623,Private room,85,30,204,9/1/2023,3.19,1,154,20,No License,4.81,1,1,1
12593,Loft in Queens · ★5.0 · 1 bedroom · 2 beds · 1 bath,10194781,Bruce,Queens,Ridgewood,40.70775448,-73.89818061,Entire home/apt,108,30,40,9/4/2023,2.43,10,334,15,No License,5,1,2,1
12594,Rental unit in Queens · ★4.95 · Studio · 2 beds · 1 bath,10194781,Bruce,Queens,Ridgewood,40.70693039,-73.89910637,Entire home/apt,106,30,20,7/8/2023,1.63,10,365,19,No License,4.95,Studio,2,1
12595,Condo in Brooklyn · ★4.81 · 1 bedroom · 1 bed · 1 private bath,17151343,Ayodele,Brooklyn,Crown Heights,40.67104721,-73.93333435,Private room,121,3,111,1/2/2024,0.96,1,44,25,OSE-STRREG-0000501,4.81,1,1,1
12596,Rental unit in The Bronx · ★4.21 · 2 bedrooms · 2 beds · 2 baths,437502426,Esther,Bronx,Williamsbridge,40.8728338,-73.8567906,Entire home/apt,150,30,14,10/16/2023,1.51,2,90,14,No License,4.21,2,2,2
12597,Home in Jackson heights  · ★4.59 · 1 bedroom · 2 beds · 1 bath,76536839,Tashi,Queens,Jackson Heights,40.75106,-73.89411,Entire home/apt,99,30,204,2/28/2020,2.34,1,345,0,No License,4.59,1,2,1
12598,Home in Bronx · ★4.49 · 3 bedrooms · 4 beds · 1 bath,134929241,M Nurul,Bronx,Van Nest,40.84594,-73.86508,Entire home/apt,159,30,43,10/9/2023,2.19,1,365,17,No License,4.49,3,4,1
12599,Rental unit in Flushing · ★4.13 · 1 bedroom · 1 bed · 1 shared bath,35783912,Lee And Lu,Queens,Corona,40.74749,-73.86087,Shared room,49,30,8,6/5/2023,0.65,7,339,7,No License,4.13,1,1,1
12600,Rental unit in Brooklyn · ★4.93 · 1 bedroom · 1 bed · 1 bath,42273,Dani,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,90,30,479,5/31/2022,2.9,3,188,0,No License,4.93,1,1,1
12601,Rental unit in Brooklyn · ★4.70 · 3 bedrooms · 4 beds · 2 baths,16916853,Olga,Brooklyn,Sheepshead Bay,40.60883,-73.94803,Entire home/apt,215,30,10,3/14/2022,0.09,2,363,0,No License,4.7,3,4,2
12602,Rental unit in New York · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,124710422,Angelo,Manhattan,Harlem,40.82955,-73.94221,Private room,90,30,15,9/4/2023,0.6,2,90,13,No License,4.8,1,1,1
12603,Home in Bronx · ★4.70 · 2 bedrooms · 6 beds · 1 bath,23732730,Buddy,Bronx,Pelham Gardens,40.86168,-73.84776,Entire home/apt,250,365,92,12/24/2021,0.98,3,365,0,No License,4.7,2,6,1
12604,Rental unit in New York · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,15017590,Kathleen,Manhattan,Harlem,40.82762,-73.94213,Private room,81,30,6,11/6/2023,0.48,1,364,4,No License,4.33,1,1,1
12605,Home in New York · ★4.93 · 1 bedroom · 1 bed · 1 bath,122884945,Hind,Queens,Maspeth,40.71957,-73.89214,Entire home/apt,72,30,150,10/31/2023,2.33,1,203,31,No License,4.93,1,1,1
12606,Rental unit in Queens · ★4.76 · 1 bedroom · 2 beds · 1 shared bath,32446721,Veronica,Queens,Corona,40.74954819,-73.86303265,Shared room,41,1,45,1/1/2024,0.58,3,360,22,OSE-STRREG-0000437,4.76,1,2,1
12607,Rental unit in Mount Vernon · 1 bedroom · 1 bed · 1 bath,41569775,Ronald,Bronx,Wakefield,40.89575,-73.83964,Entire home/apt,75,4,1,11/13/2022,0.07,1,364,0,No License,No rating,1,1,1
12608,Rental unit in The Bronx · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,358151054,Astrid,Bronx,Longwood,40.82043,-73.90632,Private room,83,30,4,9/26/2023,0.91,2,83,4,No License,5,1,1,1
12609,Rental unit in Bronx  · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,215183568,Matilde,Bronx,Claremont Village,40.83881,-73.90947,Private room,61,30,64,4/25/2021,1.2,3,269,0,No License,4.83,1,1,1
12610,Rental unit in New York · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,Manhattan,Upper West Side,40.78969,-73.9744,Entire home/apt,324,31,2,11/1/2023,0.07,713,342,1,No License,No rating,1,1,1
12611,Rental unit in Queens · ★4.76 · 1 bedroom · 2 beds · 1 bath,104558512,Olenka,Queens,Maspeth,40.7301,-73.89931,Entire home/apt,150,30,125,10/30/2023,1.46,1,180,9,No License,4.76,1,2,1
12612,Rental unit in New York · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,23957491,Elka,Manhattan,Washington Heights,40.85664,-73.93167,Private room,150,30,129,9/16/2023,1.53,1,89,4,No License,4.88,1,1,1
12613,Home in Brooklyn · ★4.71 · 1 bedroom · 1 bed · 1.5 shared baths,528897747,Brook,Brooklyn,Williamsburg,40.70903,-73.94799,Private room,56,30,7,12/25/2023,1.37,3,34,7,No License,4.71,1,1,1.5
12614,Rental unit in Queens · ★4.87 · 1 bedroom · 1 bed · Shared half-bath,462389696,Maria,Queens,Maspeth,40.7191624,-73.9027908,Private room,37,30,30,10/18/2023,4.11,2,365,30,No License,4.87,1,1,1.5
12615,Townhouse in New York · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,265424495,Benat,Manhattan,Harlem,40.80535,-73.94661,Private room,84,1,273,1/4/2024,4.88,2,100,81,OSE-STRREG-0000147,4.93,1,1,1
12616,Home in Queens · ★4.84 · 1 bedroom · 1 bed · 2 shared baths,139357580,Shuly,Queens,Ditmars Steinway,40.77253,-73.90472,Private room,49,30,167,12/4/2023,2.12,6,365,9,No License,4.84,1,1,2
